Installation Name,Stop ID,Site,Asset Installed (F),Product Name,Council District,Project Type,Project Planning,Installation Status,Site Design Status,Site Design,Install Completed (A),Shelter Size,Power Source,Power AP ID
Allegheny Av & F St - Shelter 2118,4365,Allegheny Av & F St - Shelter 2118,,Static Bus Shelter,7,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Allegheny Av & F St - Shelter 2118,07/26/2018,,,no as built
Aramingo Av & Allegheny Av - Shelter 2119,17818,Aramingo Av & Allegheny Av - Shelter 2119,,Static Bus Shelter,1,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Aramingo Av & Allegheny Av - Shelter 2119,07/26/2018,,,no as built
Washington Ln & Stenton Av - Shelter 2117,21620,Washington Ln & Stenton Av - Shelter 2117,,Static Bus Shelter,9,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Washington Ln & Stenton Av - Shelter 2117,07/25/2018,,City Lighting,419195
Ogontz Av & 76th Av - Shelter 171,11113,Ogontz Av & 76th Av - Shelter 171,,Static Bus Shelter,9,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Ogontz Av & 76th Av - Shelter 171,07/24/2018,,Other Lighting,Mt Airy
Roosevelt Blvd & Woodward St - Shelter 177,10,Roosevelt Blvd & Woodward St - Shelter 177,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Roosevelt Blvd & Woodward St - Shelter 177,07/24/2018,,City Lighting,609385
Roosevelt Blvd & Solly Av - FS - Shelter 2116,21,Roosevelt Blvd & Solly Av - FS - Shelter 2116,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Roosevelt Blvd & Solly Av - FS - Shelter 2116,07/23/2018,,,LP not in database
Chestnut St & 45th St - Shelter 2115,19149,Chestnut St & 45th St - Shelter 2115,,Static Bus Shelter,3,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Chestnut St & 45th St - Shelter 2115,07/20/2018,,City Lighting,115679
29th St & Ridge Av - Shelter 2114,747,29th St & Ridge Av - Shelter 2114,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,29th St & Ridge Av - Shelter 2114,07/18/2018,,Solar,
Erie Av & B St - Shelter 2113,18198,Erie Av & B St - Shelter 2113,,Static Bus Shelter,7,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Erie Av & B St - Shelter 2113,07/17/2018,,,no as built
Arch St & 11th St - Shelter 302,14933,Arch St & 11th St - Shelter 302,,Static Bus Shelter,1,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Arch St & 11th St - Shelter 302,07/13/2018,,,no as built
Roosevelt Blvd & C St - Shelter 2112,124,Roosevelt Blvd & C St - Shelter 2112,,Static Bus Shelter,7,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Roosevelt Blvd & C St - Shelter 2112,07/12/2018,,City Lighting,517888
Spruce St & 40th St - Shelter 2111,674,Spruce St & 40th St - Shelter 2111,,Static Bus Shelter,3,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Spruce St & 40th St - Shelter 2111,07/11/2018,,Other Lighting,PENN
Broad St & Godfrey Av - Shelter 2110,17323,Broad St & Godfrey Av - Shelter 2110,,Static Bus Shelter,9,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Broad St & Godfrey Av - Shelter 2110,07/10/2018,,City Lighting,525300
Broad St & Hunting Park Av - Shelter 2109,30489,Broad St & Hunting Park Av - Shelter 2109,,Static Bus Shelter,8,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Broad St & Hunting Park Av - Shelter 2109,07/09/2018,,City Lighting,409210
Torresdale Av & Levick St - Shelter 2108,17971,Torresdale Av & Levick St - Shelter 2108,,Static Bus Shelter,6,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Torresdale Av & Levick St - Shelter 2108,07/05/2018,,,no as built
Market St & 60th St - FS - Shelter 2107,19029,Market St & 60th St - FS - Shelter 2107,,Static Bus Shelter,4,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Market St & 60th St - FS - Shelter 2107,07/03/2018,,,no as built
60th St & Market St - Shelter 2106,711,60th St & Market St - Shelter 2106,,Static Bus Shelter,4,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,60th St & Market St - Shelter 2106,07/02/2018,,,no as built
Castor Av & Elgin Av - Shelter 2104,890,Castor Av & Elgin Av - Shelter 2104,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Castor Av & Elgin Av - Shelter 2104,06/29/2018,,City Lighting,602392
Washington Ln & Thouron St - Shelter 2105,18175,Washington Ln & Thouron St - Shelter 2105,,Static Bus Shelter,9,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Washington Ln & Thouron St - Shelter 2105,06/29/2018,,,no as built
Allegheny Av & 3rd St - Shelter 2103,15025,Allegheny Av & 3rd St - Shelter 2103,,Static Bus Shelter,7,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Allegheny Av & 3rd St - Shelter 2103,06/28/2018,,,no as built
Germantown Av & Ashmead St - Shelter 536,15704,Germantown Av & Ashmead St - Shelter 536,,Static Bus Shelter,8,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Germantown Av & Ashmead St - Shelter 536,06/28/2018,,,no as built
Broad St & Chestnut St SW - FS,15185,Broad St & Chestnut St SW - FS Shelter AA01,,Static Bus Shelter,2,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Broad St & Chestnut St SW - FS,06/27/2018,,,no as built
Chestnut St & 37th St - Shelter 2102,623,Chestnut St & 37th St - Shelter 2102,,Static Bus Shelter,3,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Chestnut St & 37th St - Shelter 2102,06/27/2018,,,no as built
5th St & Westmoreland St - Shelter 2101,18545,5th St & Westmoreland St - Shelter 2101,,Static Bus Shelter,7,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,5th St & Westmoreland St - Shelter 2101,06/26/2018,,,no as built
Oxford Av & Pratt St - Shelter 89,11552,Oxford Av & Pratt St - Shelter 89,,Static Bus Shelter,7,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Oxford Av & Pratt St - Shelter 89,06/26/2018,,,no as built
Ridge Av & Walnut Ln - Shelter 644,14892,Ridge Av & Walnut Ln - Shelter 644,,Static Bus Shelter,4,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Ridge Av & Walnut Ln - Shelter 644,06/25/2018,,,no as built
Susquehanna Av & 27th St - Shelter 2100,25200,Susquehanna Av & 27th St - Shelter 2100,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Susquehanna Av & 27th St - Shelter 2100,06/25/2018,,,no as built
Broad St & 65th Av - Shelter 2099,15455,Broad St & 65th Av - Shelter 2099,,Static Bus Shelter,9,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Broad St & 65th Av - Shelter 2099,06/22/2018,,City Lighting,525159
22nd St & Somerset St - Shelter 2019,30809,22nd St & Somerset St - Shelter 2019,,Static Bus Shelter,8,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,22nd St & Somerset St - Shelter 2019,06/21/2018,,,no as built
Cottman Av & Castor Av - Shelter 2098,17506,Cottman Av & Castor Av - Shelter 2098,,Static Bus Shelter,9,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Cottman Av & Castor Av - Shelter 2098,06/20/2018,,,no as built
33rd St & Cecil B Moore Av - Shelter 2097,16555,33rd St & Cecil B Moore Av - Shelter 2097,,Static Bus Shelter,4,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,33rd St & Cecil B Moore Av - Shelter 2097,06/19/2018,,,no as built
Cottman Av & Oxford Av - Shelter 2096,1028,Cottman Av & Oxford Av - Shelter 2096,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Cottman Av & Oxford Av - Shelter 2096,06/18/2018,,,no as built
57th St & Lansdowne Av - Shelter 2095,24473,57th St & Lansdowne Av - Shelter 2095,,Static Bus Shelter,4,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,57th St & Lansdowne Av - Shelter 2095,06/15/2018,,,no as built
Broad St & Girard Av - Shelter 2094,143,Broad St & Girard Av - Shelter 2094,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Broad St & Girard Av - Shelter 2094,06/13/2018,,City Lighting,327292
Broad St & Girard Av - Shelter 2093,164,Broad St & Girard Av - Shelter 2093,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Broad St & Girard Av - Shelter 2093,06/12/2018,,City Lighting,327289
56th St & Vine St - Shelter 2092,24465,56th St & Vine St - Shelter 2092,,Static Bus Shelter,4,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,56th St & Vine St - Shelter 2092,06/11/2018,,,no as built
56th St & Vine St - FS - Shelter 2091,24515,56th St & Vine St - FS - Shelter 2091,,Static Bus Shelter,4,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,56th St & Vine St - FS - Shelter 2091,06/08/2018,,,no as built
Roosevelt Blvd & Fulmer St - Shelter 2090,22773,Roosevelt Blvd & Fulmer St - Shelter 2090,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Roosevelt Blvd & Fulmer St - Shelter 2090,06/07/2018,,City Lighting,613498
Broad St & Lombard St - Shelter 2088,15190,Broad St & Lombard St - Shelter 2088,,Static Bus Shelter,2,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Broad St & Lombard St - Shelter 2088,06/05/2018,,Solar,
Farragut St & Market St - FS - Shelter 2089,941,Farragut St & Market St - FS - Shelter 2089,,Static Bus Shelter,3,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Farragut St & Market St - FS - Shelter 2089,06/05/2018,,,no as built
Market St & 8th St - SW,18457,Market St & 8th St - SW,,Static Bus Shelter,,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Market St & 8th St - SW,06/01/2018,Narrow,City Lighting,226602
Roosevelt Blvd & Tyson Av - Shelter 2086,22915,Roosevelt Blvd & Tyson Av - Shelter 2086,,Static Bus Shelter,6,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Roosevelt Blvd & Tyson Av - Shelter 2086,05/31/2018,,City Lighting,530340
Spruce St & 47th St - Shelter 2087,22122,Spruce St & 47th St - Shelter 2087,,Static Bus Shelter,3,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Spruce St & 47th St - Shelter 2087,05/31/2018,,City Lighting,110467
Roosevelt Blvd & Plaza Dr - FS - Shelter 2084,21945,Roosevelt Blvd & Plaza Dr - FS - Shelter 2084,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Roosevelt Blvd & Plaza Dr - FS - Shelter 2084,05/30/2018,,City Lighting,620241
Roosevelt Blvd & Unruh Av - Shelter 2085,22484,Roosevelt Blvd & Unruh Av - Shelter 2085,,Static Bus Shelter,6,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Roosevelt Blvd & Unruh Av - Shelter 2085,05/30/2018,,City Lighting,529283
Roosevelt Blvd & Holme Av - Shelter 2083,9,Roosevelt Blvd & Holme Av - Shelter 2083,,Static Bus Shelter,6,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Roosevelt Blvd & Holme Av - Shelter 2083,05/29/2018,,,LP not in database
Ogontz Av & 78th Av - Shelter 2082,11117,Ogontz Av & 78th Av - Shelter 2082,,Static Bus Shelter,9,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Ogontz Av & 78th Av - Shelter 2082,05/25/2018,,Other Lighting,Mt Airy
Washington Ln & Chew Av - Shelter 2081,1340,Chew Av & Washington Ln - Shelter 2081,,Static Bus Shelter,8,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Washington Ln & Chew Av - Shelter 2081,05/23/2018,,,no as built
Cheltenham Av & Mt Airy Av - Shelter 2080,17193,Cheltenham Av & Mt Airy Av - Shelter 2080,,Static Bus Shelter,9,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Cheltenham Av & Mt Airy Av - Shelter 2080,05/22/2018,,City Lighting,427723
Broad St & Pine St - Shelter 542,5281,Broad St & Pine St - Shelter 542,,Static Bus Shelter,2,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Broad St & Pine St - Shelter 542,05/21/2018,,,no as built
Stenton Av & Mt Airy Av - Shelter 2079,237,Stenton Av & Mt Airy Av - Shelter 2079,,Static Bus Shelter,9,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Stenton Av & Mt Airy Av - Shelter 2079,05/21/2018,,,no as built
Morris St & Broad St - Shelter 111,541,Morris St & Broad St - Shelter 111,,Static Bus Shelter,2,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Morris St & Broad St - Shelter 111,05/16/2018,,,no as built
Hunting Park Av & 22nd St - Shelter 2078,8712,Hunting Park Av & 22nd St - Shelter 2078,,Static Bus Shelter,8,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Hunting Park Av & 22nd St - Shelter 2078,05/15/2018,,,no as built
Broad St & Walnut St - Shelter AA-02,15186,Broad St & Walnut St - Shelter AA-02,,Static Bus Shelter,2,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,Broad St & Walnut St - Shelter AA-02,05/03/2018,,,no as built
JFK Blvd & 19th St - Shelter 48,8939,JFK Blvd & 19th St - Shelter 48,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,JFK Blvd & 19th St - Shelter 48,12/09/2017,,,no as built
16th St & Arch St - FS - Shelter 645,14934,16th St & Arch St - FS - Shelter 645,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY3,Live,Completed,16th St & Arch St - FS - Shelter 645,11/21/2017,,,no as built
Broad St & 66th Av - Shelter 2076,15463,Broad St & 66th Av - Shelter 2076,,Static Bus Shelter,9,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Broad St & 66th Av - Shelter 2076,08/31/2017,,City Lighting,525155
Hunting Park Av & Henry Av - FS - Shelter 2077,16537,Hunting Park Av & Henry Av - FS - Shelter 2077,,Static Bus Shelter,4,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Hunting Park Av & Henry Av - FS - Shelter 2077,08/31/2017,,City Lighting,400128
Roosevelt Blvd & Cottman Av - Shelter BLVD2078,8-a,Roosevelt Blvd & Cottman Av - Shelter BLVD2078,,Static Bus Shelter,6,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Cottman Av - Shelter BLVD2078,08/31/2017,,,no as built
Roosevelt Blvd & Cottman Av - Shelter BLVD2087,22-a,Roosevelt Blvd & Cottman Av - Shelter BLVD2087,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Cottman Av - Shelter BLVD2087,08/31/2017,,,no as built
Roosevelt Blvd & Cottman Ave - Shelter BLVD2079,8-b,Roosevelt Blvd & Cottman Ave - Shelter BLVD2079,,Static Bus Shelter,6,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Cottman Ave - Shelter BLVD2079,08/31/2017,,,no as built
Roosevelt Blvd & Cottman Ave - Shelter BLVD2088,22-b,Roosevelt Blvd & Cottman Ave - Shelter BLVD2088,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Cottman Ave - Shelter BLVD2088,08/31/2017,,,no as built
Roosevelt Blvd & Grant Av - Shelter BLVD2084,21200-a,Roosevelt Blvd & Grant Av - Shelter BLVD2084,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Grant Av - Shelter BLVD2084,08/31/2017,,,no as built
Roosevelt Blvd & Grant Av - Shelter BLVD2093,22900-a,Roosevelt Blvd & Grant Av - Shelter BLVD2093,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Grant Av - Shelter BLVD2093,08/31/2017,,,no as built
Roosevelt Blvd & Grant Ave - Shelter BLVD2085,21200-b,Roosevelt Blvd & Grant Ave - Shelter BLVD2085,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Grant Ave - Shelter BLVD2085,08/31/2017,,,no as built
Roosevelt Blvd & Grant Ave - Shelter BLVD2094,22900-b,Roosevelt Blvd & Grant Ave - Shelter BLVD2094,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Grant Ave - Shelter BLVD2094,08/31/2017,,,no as built
Roosevelt Blvd & Red Lion Rd - SE,21949,Roosevelt Blvd & Red Lion Rd - SE,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Red Lion Rd - SE,08/31/2017,,,no as built
Roosevelt Blvd & Red Lion Rd - Shelter BLVD2086,22525,Roosevelt Blvd & Red Lion Rd - Shelter BLVD2086,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Red Lion Rd - Shelter BLVD2086,08/31/2017,,,no as built
Roosevelt Blvd & Rhawn St -,22498,Roosevelt Blvd & Rhawn St,,Static Bus Shelter,,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Rhawn St -,08/31/2017,,,no as built
Roosevelt Blvd & Rhawn St - Shelter BLVD2081,22498,Roosevelt Blvd & Rhawn St - Shelter BLVD2081,,Static Bus Shelter,6,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Rhawn St - Shelter BLVD2081,08/31/2017,,,no as built
Roosevelt Blvd & Rhawn St - Shelter BLVD2089,22905-a,Roosevelt Blvd & Rhawn St - Shelter BLVD2089,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Rhawn St - Shelter BLVD2089,08/31/2017,,,no as built
Roosevelt Blvd & Rhawn St - Shelter BLVD2090,22905-b,Roosevelt Blvd & Rhawn St - Shelter BLVD2090,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Rhawn St - Shelter BLVD2090,08/31/2017,,,no as built
Roosevelt Blvd & Welsh Rd - FS - Shelter BLVD2092,27759,Roosevelt Blvd & Welsh Rd - FS - Shelter BLVD2092,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Welsh Rd - FS - Shelter BLVD2092,08/31/2017,,,no as built
Roosevelt Blvd & Welsh Rd - Shelter BLVD2082,22513-a,Roosevelt Blvd & Welsh Rd - Shelter BLVD2082,,Static Bus Shelter,6,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Welsh Rd - Shelter BLVD2082,08/31/2017,,,no as built
Roosevelt Blvd & Welsh Rd - Shelter BLVD2083,22513-b,Roosevelt Blvd & Welsh Rd - Shelter BLVD2083,,Static Bus Shelter,6,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Welsh Rd - Shelter BLVD2083,08/31/2017,,,no as built
Roosevelt Blvd & Welsh Rd - Shelter BLVD2091,22898,Roosevelt Blvd & Welsh Rd - Shelter BLVD2091,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Roosevelt Blvd & Welsh Rd - Shelter BLVD2091,08/31/2017,,,no as built
Chelten Av & Wayne Av - Shelter 2075,15661,Chelten Av & Wayne Av - Shelter 2075,,Static Bus Shelter,8,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Chelten Av & Wayne Av - Shelter 2075,08/30/2017,,City Lighting,406902
Champlost St & A St - Shelter 176,17952,Champlost St & A St - Shelter 176,,Static Bus Shelter,9,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Champlost St & A St - Shelter 176,08/28/2017,,PECO Wood Pole,WP 525919
Allegheny Av & 27th St - Shelter 2073,4339,Allegheny Av & 27th St - Shelter 2073,,Static Bus Shelter,4,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Allegheny Av & 27th St - Shelter 2073,08/24/2017,,PECO Wood Pole,WP 317896
Allegheny Av & G St - Shelter 2072,3742,Allegheny Av & G St - Shelter 2072,,Static Bus Shelter,7,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Allegheny Av & G St - Shelter 2072,08/23/2017,,PECO Wood Pole,WP 500189
Broad St & Snyder Av - MBNS - Shelter 2074,31566,Broad St & Snyder Av - MBNS - Shelter 2074,,Static Bus Shelter,2,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Broad St & Snyder Av - MBNS - Shelter 2074,08/23/2017,,City Lighting,225864
Cecil B Moore Av & 33rd St - FS - Shelter 2071,30884,Cecil B Moore Av & 33rd St - FS - Shelter 2071,,Static Bus Shelter,5,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Cecil B Moore Av & 33rd St - FS - Shelter 2071,08/22/2017,,City Lighting,306434
Allegheny Av & Broad St - Shelter 2070 - Legacy,20603,Allegheny Av & Broad St - Shelter 2070,,Static Bus Shelter,8,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Allegheny Av & Broad St - Shelter 2070 - Legacy,08/21/2017,,PECO Wood Pole,WP 317224
Allegheny Av & 5th St - Shelter 2069,20604,Allegheny Av & 5th St - Shelter 2069,,Static Bus Shelter,7,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Allegheny Av & 5th St - Shelter 2069,08/17/2017,,PECO Wood Pole,WP 322176
Cottman Av & Bustleton Av - FS - Shelter 2068,1024,Cottman Av & Bustleton Av - FS - Shelter 2068,,Static Bus Shelter,10,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Cottman Av & Bustleton Av - FS - Shelter 2068,08/15/2017,,City Lighting,602544
Cottman Av & Bustleton Av - Shelter 2067,1056,Cottman Av & Bustleton Av - Shelter 2067,,Static Bus Shelter,6,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,Cottman Av & Bustleton Av - Shelter 2067,08/14/2017,,City Lighting,533823
University Av & Veterans Hosp - Shelter 57,21451,University Av & Veterans Hosp - Shelter 57,,Static Bus Shelter,3,New Design & Install,Philly Bus Shelter - Static - FY2,Live,Completed,University Av & Veterans Hosp - Shelter 57,06/07/2017,,,no as built
COP-Market & 4th Northeast Corner-PBS1,10311,COP-Market & 4th Northeast Corner-PBS1,,IxNSight Single Bus Shelter,1,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Market & 4th Northeast Corner-PBS1,05/10/2017,,City Lighting,223774
COP-Oregon & Broad-PBS1,98,COP-Oregon & Broad-PBS1,,IxNSight Single Bus Shelter,2,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Oregon & Broad-PBS1,04/26/2017,,,no as built
COP-Broad & Cecil B. Moore-PBS1,17277,COP-Broad & Cecil B. Moore-PBS1,,IxNSight Single Bus Shelter,5,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Broad & Cecil B. Moore-PBS1,04/20/2017,,City Lighting,327342
COP-20th & Market-PBS2,18448,COP- Market St & 20th St SW-PBS2,,IxNSight Single Bus Shelter,5,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-20th & Market-PBS2,04/19/2017,,City Lighting,227295
COP-Spring Garden & 7th-PBS1,22025,COP-Spring Garden & 7th-PBS1,,IxNSight Single Bus Shelter,1,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Spring Garden & 7th-PBS1,04/14/2017,,City Lighting,225590
COP-20th & Market-PBS1,2821,COP-20th & Market-PBS1,,IxNSight Single Bus Shelter,5,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-20th & Market-PBS1,04/12/2017,,City Lighting,227420
COP-Fairmount Ave & 23rd-PBS1,25158,COP-Fairmount Ave & 23rd-PBS1,,IxNSight Single Bus Shelter,5,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Fairmount Ave & 23rd-PBS1,04/11/2017,,PECO Wood Pole,WP 303034
COP-Broad & Tasker-PBS1,17189,COP-Broad & Tasker-PBS1,,IxNSight Single Bus Shelter,2,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Broad & Tasker-PBS1,04/10/2017,,City Lighting,225786
COP-Broad & Federal-PBS1,17180,COP-Broad & Federal-PBS1,,IxNSight Single Bus Shelter,2,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Broad & Federal-PBS1,04/07/2017,,City Lighting,225765
COP-Broad & Jackson St-PBS1,17237,COP-Broad & Jackson St-PBS1,,IxNSight Single Bus Shelter,1,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Broad & Jackson St-PBS1,04/05/2017,,City Lighting,225859
COP-Walnut St & 38th-PBS1,21363,COP-Walnut St & 38th-PBS1,,IxNSight Single Bus Shelter,3,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Walnut St & 38th-PBS1,03/30/2017,,Other Lighting,PENN
COP-Walnut St & 34th-PBS1,21360,COP-Walnut St & 34th-PBS1,,IxNSight Single Bus Shelter,3,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Walnut St & 34th-PBS1,03/28/2017,,Other Lighting,PENN
COP-Walnut St & 22nd-PBS1,14089,COP-Walnut St & 22nd-PBS1,,IxNSight Single Bus Shelter,2,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Walnut St & 22nd-PBS1,03/27/2017,,,unknown source
COP-Walnut St & 20th-PBS1,14086,COP-Walnut St & 20th-PBS1,,IxNSight Single Bus Shelter,5,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Walnut St & 20th-PBS1,03/24/2017,,City Lighting,220783
COP-Walnut St & 19th-PBS1,14085,COP-Walnut St & 19th-PBS1,,IxNSight Single Bus Shelter,5,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Walnut St & 19th-PBS1,03/23/2017,,City Lighting,220797
COP-Walnut St & 18th-PBS1,14084,COP-Walnut St & 18th-PBS1,,IxNSight Single Bus Shelter,5,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Walnut St & 18th-PBS1,03/21/2017,,City Lighting,220918
COP-Walnut St & 17th-PBS1,14081,COP-Walnut St & 17th-PBS1,,IxNSight Single Bus Shelter,2,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Walnut St & 17th-PBS1,03/20/2017,,City Lighting,220940
COP-Walnut St & 15th-PBS1,14079,COP-Walnut St & 15th-PBS1,,IxNSight Single Bus Shelter,2,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Walnut St & 15th-PBS1,03/10/2017,,City Lighting,221275
COP-Walnut St & 7th-PBS1,14881,COP-Walnut St & 7th-PBS1,,IxNSight Single Bus Shelter,1,New Design & Install,Philly Bus Shelter - Digital - FY2,Live,Completed,COP-Walnut St & 7th-PBS1,03/09/2017,,City Lighting,222656
